|title|raw_text|meal_type|cultural_restriction|calories|allergies|recipeId
3145| Black Bean Salad|"46. Black Bean Salad: 230 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|230.0||food_3145
3146| Bruschetta with Tomato and Basil|"47. Bruschetta with Tomato and Basil: 120 kcals per portion, 2 portions
    Allergic warnings: Gluten (if using bread)
    Origin: Italy

"|morning snacks|vegetarian|120.0||food_3146
3147| Chocolate Chip Banana Bread|"48. Chocolate Chip Banana Bread: 250 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|250.0||food_3147
3148| Antipasto Skewers|"49. Antipasto Skewers: 200 kcals per portion, 4 portions
    Allergic warnings: None
    Origin: Italy

"|morning snacks|vegetarian|200.0||food_3148
3149| Quinoa Breakfast Bowl|"50. Quinoa Breakfast Bowl: 260 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|260.0||food_3149
3150| Spinach and Cheese Pastries|"51. Spinach and Cheese Pastries: 210 kcals per portion, 2 portions
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|210.0||food_3150
3151| Veggie Stuffed Pita|"52. Veggie Stuffed Pita: 190 kcals per portion, 1 portion
    Allergic warnings: Gluten (if using pita bread)
    Origin: N/A

"|morning snacks|vegetarian|190.0||food_3151
3152| Sweet Potato Pancakes|"53. Sweet Potato Pancakes: 220 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|220.0||food_3152
3153| Fresh Berry Parfait|"54. Fresh Berry Parfait: 180 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|180.0||food_3153
3154| Cucumber Rolls with Cream Cheese|"55. Cucumber Rolls with Cream Cheese: 100 kcals per portion, 4 portions
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|100.0||food_3154
3155| Mediterranean Hummus Dip|"56. Mediterranean Hummus Dip: 150 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: Middle East

"|morning snacks|vegetarian|150.0||food_3155
3156| Veggie Quesadillas|"57. Veggie Quesadillas: 230 kcals per portion, 1 portion
    Allergic warnings: Dairy, Gluten (if using tortillas)
    Origin: Mexico

"|morning snacks|vegetarian|230.0||food_3156
3157| Chocolate Peanut Butter Protein Smoothie|"58. Chocolate Peanut Butter Protein Smoothie: 250 kcals per portion, 1 portion
    Allergic warnings: Peanuts
    Origin: N/A

"|morning snacks|vegetarian|250.0||food_3157
3158| Fruit and Yogurt Parfait|"59. Fruit and Yogurt Parfait: 200 kcals per portion, 1 portion
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|200.0||food_3158
3159| Baked Oatmeal Cups|"60. Baked Oatmeal Cups: 180 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|180.0||food_3159
3160| Caprese Salad|"61. Caprese Salad: 150 kcals per portion, 1 portion
    Allergic warnings: Dairy
    Origin: Italy

"|morning snacks|vegetarian|150.0||food_3160
3161| Pesto Tomato Tart|"62. Pesto Tomato Tart: 240 kcals per portion, 2 portions
    Allergic warnings: Dairy, Gluten (if using pastry)
    Origin: Italy

"|morning snacks|vegetarian|240.0||food_3161
3162| Spinach and Cheese Pinwheels|"63. Spinach and Cheese Pinwheels: 210 kcals per portion, 2 portions
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|210.0||food_3162
3163| Mini Vegetable Quiches|"64. Mini Vegetable Quiches: 220 kcals per portion, 2 portions
    Allergic warnings: Dairy, Gluten (if using pastry)
    Origin: N/A

"|morning snacks|vegetarian|220.0||food_3163
3164| Raspberry Chia Seed Jam|"65. Raspberry Chia Seed Jam: 120 kcals per portion, 4 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|120.0||food_3164
3165| Mediterranean Stuffed Tomatoes|"66. Mediterranean Stuffed Tomatoes: 180 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|180.0||food_3165
3166| Pumpkin Energy Balls|"67. Pumpkin Energy Balls: 150 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|150.0||food_3166
3167| Sweet Potato Bites|"68. Sweet Potato Bites: 190 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|190.0||food_3167
3168| Cinnamon Raisin Bagels|"69. Cinnamon Raisin Bagels: 220 kcals per portion, 2 portions
    Allergic warnings: Gluten (if using wheat flour)
    Origin: N/A

"|morning snacks|vegetarian|220.0||food_3168
3169| Veggie Burger Sliders|"70. Veggie Burger Sliders: 250 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|250.0||food_3169
3170| Roasted Red Pepper Hummus|"71. Roasted Red Pepper Hummus: 150 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: Middle East

"|morning snacks|vegetarian|150.0||food_3170
3171| Blueberry Overnight Oats|"72. Blueberry Overnight Oats: 200 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|200.0||food_3171
3172| Cheesy Baked Tomatoes|"73. Cheesy Baked Tomatoes: 240 kcals per portion, 2 portions
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|240.0||food_3172
3173| Sweet Potato and Black Bean Quesadilla|"74. Sweet Potato and Black Bean Quesadilla: 210 kcals per portion, 1 portion
    Allergic warnings: Dairy, Gluten (if using tortillas)
    Origin: Mexico

"|morning snacks|vegetarian|210.0||food_3173
3174| Chocolate Banana Bread|"75. Chocolate Banana Bread: 250 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A
  
"|morning snacks|vegetarian|250.0||food_3174
3175| Watermelon Fruit Pizza|"76. Watermelon Fruit Pizza: 100 kcals per portion, 4 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|100.0||food_3175
3176| Greek Yogurt Pancakes|"77. Greek Yogurt Pancakes: 180 kcals per portion, 2 portions
    Allergic warnings: Dairy
    Origin: Greece

"|morning snacks|vegetarian|180.0||food_3176
3177| Oatmeal Raisin Energy Bites|"78. Oatmeal Raisin Energy Bites: 150 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|150.0||food_3177
3178| Vegetable Frittata|"79. Vegetable Frittata: 200 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|200.0||food_3178
3179| Tomato and Basil Bruschetta|"80. Tomato and Basil Bruschetta: 120 kcals per portion, 2 portions
    Allergic warnings: Gluten (if using bread)
    Origin: Italy

"|morning snacks|vegetarian|120.0||food_3179
3180| Banana Pancakes|"81. Banana Pancakes: 220 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|220.0||food_3180
3181| Chocolate Chia Pudding|"82. Chocolate Chia Pudding: 170 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|170.0||food_3181
3182| Pumpkin Oatmeal Muffins|"83. Pumpkin Oatmeal Muffins: 190 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|190.0||food_3182
3183| Stuffed Jalapeno Poppers|"84. Stuffed Jalapeno Poppers: 140 kcals per portion, 4 portions
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|140.0||food_3183
3184| Melon and Prosciutto Skewers|"85. Melon and Prosciutto Skewers: 120 kcals per portion, 4 portions
    Allergic warnings: None
    Origin: Italy

"|morning snacks|vegetarian|120.0||food_3184
3185| Greek Yogurt with Berries|"86. Greek Yogurt with Berries: 160 kcals per portion, 1 portion
    Allergic warnings: Dairy
    Origin: Greece

"|morning snacks|vegetarian|160.0||food_3185
3186| Quinoa Cakes|"87. Quinoa Cakes: 180 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|180.0||food_3186
3187| Baked Egg Cups|"88. Baked Egg Cups: 150 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|150.0||food_3187
3188| Rice Cakes with Avocado|"89. Rice Cakes with Avocado: 190 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|190.0||food_3188
3189| Cheese and Tomato Crostini|"90. Cheese and Tomato Crostini: 200 kcals per portion, 4 portions
    Allergic warnings: Dairy, Gluten (if using bread)
    Origin: Italy

"|morning snacks|vegetarian|200.0||food_3189
3190| Carrot Cake Overnight Oats|"91. Carrot Cake Overnight Oats: 220 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|220.0||food_3190
3191| Greek Stuffed Grape Leaves|"92. Greek Stuffed Grape Leaves: 120 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: Greece

"|morning snacks|vegetarian|120.0||food_3191
3192| Som Tam (Papaya Salad)|"93. Som Tam (Papaya Salad): 100 kcals per portion, 4 portions
    Allergic warnings: None
    Origin: Thailand

"|morning snacks|vegetarian|100.0||food_3192
3193| Baked Apple Chips|"94. Baked Apple Chips: 80 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|80.0||food_3193
3194| Mediterranean Quinoa Salad|"95. Mediterranean Quinoa Salad: 250 kcals per portion, 1 portion
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|250.0||food_3194
3195| Cheese and Spinach Rolls|"96. Cheese and Spinach Rolls: 160 kcals per portion, 2 portions
    Allergic warnings: Dairy
    Origin: N/A

"|morning snacks|vegetarian|160.0||food_3195
3196| Cucumber and Tomato Salad|"97. Cucumber and Tomato Salad: 100 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|100.0||food_3196
3197| Homemade Peanut Butter|"98. Homemade Peanut Butter: 200 kcals per portion, 1 portion
    Allergic warnings: Peanuts
    Origin: N/A

"|morning snacks|vegetarian|200.0||food_3197
3198| Sweet Potato Hash Browns|"99. Sweet Potato Hash Browns: 180 kcals per portion, 2 portions
    Allergic warnings: None
    Origin: N/A

"|morning snacks|vegetarian|180.0||food_3198
3199| Veggie Sushi Rolls|"100. Veggie Sushi Rolls: 150 kcals per portion, 4 portions
     Allergic warnings: None
     Origin: Japan

Please note that the calorie counts provided are approximations and may vary depending on the specific ingredients used and the preparation method."|morning snacks|vegetarian|150.0||food_3199
3200| Banana Smoothie|"1. Banana Smoothie: 120 calories per portion, 1 portion, origin: -
   - Warning: None

"|morning snacks|vegetarian|120.0||food_3200
3201| Almond Butter Toast|"2. Almond Butter Toast: 180 calories per portion, 1 portion, origin: -
   - Warning: Contains nuts

"|morning snacks|vegetarian|180.0||food_3201
3202| Greek Yogurt with Berries|"3. Greek Yogurt with Berries: 150 calories per portion, 1 portion, origin: Greece
   - Warning: None

"|morning snacks|vegetarian|150.0||food_3202
3203| Avocado Toast|"4. Avocado Toast: 200 calories per portion, 1 portion, origin: Mexico
   - Warning: None

"|morning snacks|vegetarian|200.0||food_3203
3204| Fruit Salad|"5. Fruit Salad: 80 calories per portion, 1 portion, origin: -
   - Warning: None

"|morning snacks|vegetarian|80.0||food_3204
3205| Cucumber Sandwich|"6. Cucumber Sandwich: 100 calories per portion, 1 portion, origin: England
   - Warning: None

"|morning snacks|vegetarian|100.0||food_3205
3206| Oatmeal with Blueberries|"7. Oatmeal with Blueberries: 220 calories per portion, 1 portion, origin: -
   - Warning: None

"|morning snacks|vegetarian|220.0||food_3206
3207| Puffed Rice Bars|"8. Puffed Rice Bars: 150 calories per portion, 1 portion, origin: -
   - Warning: Contains gluten

"|morning snacks|vegetarian|150.0||food_3207
3208| Veggie Omelette|"9. Veggie Omelette: 250 calories per portion, 1 portion, origin: -
   - Warning: None

"|morning snacks|vegetarian|250.0||food_3208
3209| Chia Seed Pudding|"10. Chia Seed Pudding: 180 calories per portion, 1 portion, origin: Mexico
    - Warning: None

"|morning snacks|vegetarian|180.0||food_3209
3210| Carrot Sticks with Hummus|"11. Carrot Sticks with Hummus: 120 calories per portion, 1 portion, origin: Middle East
    - Warning: None

"|morning snacks|vegetarian|120.0||food_3210
3211| Greek Yogurt Parfait|"12. Greek Yogurt Parfait: 200 calories per portion, 1 portion, origin: Greece
    - Warning: Contains dairy

"|morning snacks|vegetarian|200.0||food_3211
3212| Apple Slices with Peanut Butter|"13. Apple Slices with Peanut Butter: 160 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts

"|morning snacks|vegetarian|160.0||food_3212
3213| Quinoa Salad|"14. Quinoa Salad: 300 calories per portion, 1 portion, origin: South America
    - Warning: None

"|morning snacks|vegetarian|300.0||food_3213
3214| Smoothie Bowl|"15. Smoothie Bowl: 250 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|250.0||food_3214
3215| Whole Wheat Pancakes|"16. Whole Wheat Pancakes: 180 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|180.0||food_3215
3216| Grilled Cheese Sandwich|"17. Grilled Cheese Sandwich: 400 calories per portion, 1 portion, origin: -
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|400.0|contains gluten|food_3216
3217| Frozen Grapes|"18. Frozen Grapes: 100 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|100.0||food_3217
3218| Rice Cakes with Almond Butter|"19. Rice Cakes with Almond Butter: 160 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts

"|morning snacks|vegetarian|160.0||food_3218
3219| Caprese Skewers|"20. Caprese Skewers: 150 calories per portion, 1 portion, origin: Italy
    - Warning: Contains dairy

"|morning snacks|vegetarian|150.0||food_3219
3220| Zucchini Bread|"21. Zucchini Bread: 250 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3220
3221| Date Balls|"22. Date Balls: 120 calories per portion, 1 portion, origin: Middle East
    - Warning: Contains nuts

"|morning snacks|vegetarian|120.0||food_3221
3222| Egg Muffins|"23. Egg Muffins: 180 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|180.0||food_3222
3223| Granola Bar|"24. Granola Bar: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts, contains gluten

"|morning snacks|vegetarian|200.0|contains gluten|food_3223
3224| Berry Smoothie Bowl|"25. Berry Smoothie Bowl: 280 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|280.0||food_3224
3225| Overnight Chia Pudding|"26. Overnight Chia Pudding: 220 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|220.0||food_3225
3226| Bagel with Cream Cheese|"27. Bagel with Cream Cheese: 350 calories per portion, 1 portion, origin: -
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|350.0|contains gluten|food_3226
3227| Almond Biscotti|"28. Almond Biscotti: 120 calories per portion, 1 portion, origin: Italy
    - Warning: Contains nuts, contains gluten

"|morning snacks|vegetarian|120.0|contains gluten|food_3227
3228| Spinach Quiche|"29. Spinach Quiche: 280 calories per portion, 1 portion, origin: France
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|280.0|contains gluten|food_3228
3229| Greek Salad|"30. Greek Salad: 180 calories per portion, 1 portion, origin: Greece
    - Warning: Contains dairy

"|morning snacks|vegetarian|180.0||food_3229
3230| Pumpkin Muffins|"31. Pumpkin Muffins: 250 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3230
3231| Cinnamon Rolls|"32. Cinnamon Rolls: 350 calories per portion, 1 portion, origin: Sweden
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|350.0|contains gluten|food_3231
3232| Chickpea Salad|"33. Chickpea Salad: 200 calories per portion, 1 portion, origin: Middle East
    - Warning: None

"|morning snacks|vegetarian|200.0||food_3232
3233| Cauliflower Nuggets|"34. Cauliflower Nuggets: 150 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|150.0||food_3233
3234| Stuffed Bell Peppers|"35. Stuffed Bell Peppers: 300 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|300.0||food_3234
3235| Cantaloupe with Cottage Cheese|"36. Cantaloupe with Cottage Cheese: 180 calories per portion, 1 portion, origin: -
    - Warning: Contains dairy

"|morning snacks|vegetarian|180.0||food_3235
3236| Energy Balls|"37. Energy Balls: 160 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts, contains gluten

"|morning snacks|vegetarian|160.0|contains gluten|food_3236
3237| Tofu Scramble|"38. Tofu Scramble: 220 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|220.0||food_3237
3238| Garlic Bread|"39. Garlic Bread: 250 calories per portion, 1 portion, origin: Italy
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3238
3239| Banana Pancakes|"40. Banana Pancakes: 180 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|180.0||food_3239
3240| Veggie Wrap|"41. Veggie Wrap: 400 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|400.0||food_3240
3241| Peanut Butter Protein Bars|"42. Peanut Butter Protein Bars: 220 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts

"|morning snacks|vegetarian|220.0||food_3241
3242| Bruschetta|"43. Bruschetta: 160 calories per portion, 1 portion, origin: Italy
    - Warning: Contains gluten

"|morning snacks|vegetarian|160.0||food_3242
3243| Edamame|"44. Edamame: 100 calories per portion, 1 portion, origin: Japan
    - Warning: None

"|morning snacks|vegetarian|100.0||food_3243
3244| Tomato Basil Soup|"45. Tomato Basil Soup: 200 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|200.0||food_3244
3245| Rice Pudding|"46. Rice Pudding: 250 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|250.0||food_3245
3246| Falafel|"47. Falafel: 180 calories per portion, 1 portion, origin: Middle East
    - Warning: None

"|morning snacks|vegetarian|180.0||food_3246
3247| Blueberry Muffins|"48. Blueberry Muffins: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3247
3248| Veggie Spring Rolls|"49. Veggie Spring Rolls: 350 calories per portion, 1 portion, origin: China
    - Warning: None

"|morning snacks|vegetarian|350.0||food_3248
3249| Oat Bars|"50. Oat Bars: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|200.0||food_3249
3250| Pumpkin Seeds|"51. Pumpkin Seeds: 160 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|160.0||food_3250
3251| French Toast|"52. French Toast: 250 calories per portion, 1 portion, origin: France
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|250.0|contains gluten|food_3251
3252| Muesli|"53. Muesli: 180 calories per portion, 1 portion, origin: Switzerland
    - Warning: Contains gluten

"|morning snacks|vegetarian|180.0||food_3252
3253| Bagel Chips|"54. Bagel Chips: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3253
3254| Salsa with Tortilla Chips|"55. Salsa with Tortilla Chips: 220 calories per portion, 1 portion, origin: Mexico
    - Warning: Contains gluten

"|morning snacks|vegetarian|220.0||food_3254
3255| Cornbread|"56. Cornbread: 250 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3255
3256| Ratatouille|"57. Ratatouille: 180 calories per portion, 1 portion, origin: France
    - Warning: None

"|morning snacks|vegetarian|180.0||food_3256
3257| Vegan Protein Bars|"58. Vegan Protein Bars: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts

"|morning snacks|vegetarian|200.0||food_3257
3258| Mango Lassi|"59. Mango Lassi: 160 calories per portion, 1 portion, origin: India
    - Warning: Contains dairy

"|morning snacks|vegetarian|160.0||food_3258
3259| Cinnamon Sugar Donuts|"60. Cinnamon Sugar Donuts: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3259
3260| Tomato Bruschetta|"61. Tomato Bruschetta: 250 calories per portion, 1 portion, origin: Italy
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3260
3261| Baked Tofu Bites|"62. Baked Tofu Bites: 180 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|180.0||food_3261
3262| Blueberry Scones|"63. Blueberry Scones: 350 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|350.0||food_3262
3263| Zucchini Fritters|"64. Zucchini Fritters: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|200.0||food_3263
3264| Apple Chips|"65. Apple Chips: 160 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|160.0||food_3264
3265| Quiche Lorraine|"66. Quiche Lorraine: 250 calories per portion, 1 portion, origin: France
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|250.0|contains gluten|food_3265
3266| Pita Bread with Hummus|"67. Pita Bread with Hummus: 180 calories per portion, 1 portion, origin: Middle East
    - Warning: Contains gluten

"|morning snacks|vegetarian|180.0||food_3266
3267| Chocolate Protein Balls|"68. Chocolate Protein Balls: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts

"|morning snacks|vegetarian|200.0||food_3267
3268| Cereal Bars|"69. Cereal Bars: 180 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|180.0||food_3268
3269| Sweet Potato Toast|"70. Sweet Potato Toast: 220 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|220.0||food_3269
3270| Corn on the Cob|"71. Corn on the Cob: 100 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|100.0||food_3270
3271| Veggie Quesadilla|"72. Veggie Quesadilla: 350 calories per portion, 1 portion, origin: Mexico
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|350.0|contains gluten|food_3271
3272| Cucumber Rolls|"73. Cucumber Rolls: 120 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|120.0||food_3272
3273| Bruschetta with Mozzarella|"74. Bruschetta with Mozzarella: 250 calories per portion, 1 portion, origin: Italy
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|250.0|contains gluten|food_3273
3274| Roasted Chickpeas|"75. Roasted Chickpeas: 180 calories per portion, 1 portion, origin: Middle East
    - Warning: None

"|morning snacks|vegetarian|180.0||food_3274
3275| Cherry Tomatoes with Cottage Cheese|"76. Cherry Tomatoes with Cottage Cheese: 160 calories per portion, 1 portion, origin: -
    - Warning: Contains dairy

"|morning snacks|vegetarian|160.0||food_3275
3276| Pancake Skewers|"77. Pancake Skewers: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3276
3277| Quinoa Stuffed Bell Peppers|"78. Quinoa Stuffed Bell Peppers: 200 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|200.0||food_3277
3278| Fruit and Yogurt Parfait|"79. Fruit and Yogurt Parfait: 180 calories per portion, 1 portion, origin: -
    - Warning: Contains dairy

"|morning snacks|vegetarian|180.0||food_3278
3279| Sweet Potato Fries|"80. Sweet Potato Fries: 250 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|250.0||food_3279
3280| Spinach and Feta Phyllo Triangles|"81. Spinach and Feta Phyllo Triangles: 180 calories per portion, 1 portion, origin: Greece
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|180.0|contains gluten|food_3280
3281| Lemon Poppy Seed Muffins|"82. Lemon Poppy Seed Muffins: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3281
3282| Veggie Sushi Rolls|"83. Veggie Sushi Rolls: 350 calories per portion, 1 portion, origin: Japan
    - Warning: None

"|morning snacks|vegetarian|350.0||food_3282
3283| Yogurt Bark|"84. Yogurt Bark: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains dairy

"|morning snacks|vegetarian|200.0||food_3283
3284| Quinoa Balls|"85. Quinoa Balls: 160 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|160.0||food_3284
3285| Mushroom Bruschetta|"86. Mushroom Bruschetta: 250 calories per portion, 1 portion, origin: Italy
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3285
3286| Samosas|"87. Samosas: 180 calories per portion, 1 portion, origin: India
    - Warning: Contains gluten

"|morning snacks|vegetarian|180.0||food_3286
3287| Banana Bread|"88. Banana Bread: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3287
3288| Stuffed Mushrooms|"89. Stuffed Mushrooms: 200 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|200.0||food_3288
3289| Frittata|"90. Frittata: 220 calories per portion, 1 portion, origin: Italy
    - Warning: None

"|morning snacks|vegetarian|220.0||food_3289
3290| Watermelon with Feta Cheese|"91. Watermelon with Feta Cheese: 180 calories per portion, 1 portion, origin: Greece
    - Warning: Contains dairy

"|morning snacks|vegetarian|180.0||food_3290
3291| Oatmeal Raisin Cookies|"92. Oatmeal Raisin Cookies: 250 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|250.0||food_3291
3292| Zucchini Chips|"93. Zucchini Chips: 160 calories per portion, 1 portion, origin: -
    - Warning: None

"|morning snacks|vegetarian|160.0||food_3292
3293| Veggie Nuggets|"94. Veggie Nuggets: 200 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|200.0||food_3293
3294| Apple Cinnamon Muffins|"95. Apple Cinnamon Muffins: 300 calories per portion, 1 portion, origin: -
    - Warning: Contains gluten

"|morning snacks|vegetarian|300.0||food_3294
3295| Spinach and Mushroom Quiche|"96. Spinach and Mushroom Quiche: 250 calories per portion, 1 portion, origin: France
    - Warning: Contains dairy, contains gluten

"|morning snacks|vegetarian|250.0|contains gluten|food_3295
3296| Peanut Butter and Jelly Sandwich|"97. Peanut Butter and Jelly Sandwich: 400 calories per portion, 1 portion, origin: -
    - Warning: Contains nuts, contains gluten

"|morning snacks|vegetarian|400.0|contains gluten|food_3296
3297| Greek Stuffed Grape Leaves|"98. Greek Stuffed Grape Leaves: 220 calories per portion, 1 portion, origin: Greece
    - Warning: None

"|morning snacks|vegetarian|220.0||food_3297
3298| Tomato and Mozzarella Skewers|"99. Tomato and Mozzarella Skewers: 180 calories per portion, 1 portion, origin: Italy
    - Warning: Contains dairy

"|morning snacks|vegetarian|180.0||food_3298
3299| Greek Yogurt with Honey|"100. Greek Yogurt with Honey: 250 calories per portion, 1 portion, origin: Greece
     - Warning: Contains dairy

Please note that the caloric values mentioned are approximate and may vary slightly based on ingredients and portion sizes."|morning snacks|vegetarian|250.0||food_3299
3300| Veggie Omelette|"1. Veggie Omelette: 150 calories per portion, 2 portions, contains eggs, origin: N/A
"|morning snacks|vegetarian|150.0|contains eggs|food_3300
3301| Greek Yogurt with Honey and Berries|"2. Greek Yogurt with Honey and Berries: 200 calories per portion, 1 portion, contains dairy, origin: Greece
"|morning snacks|vegetarian|200.0|contains dairy|food_3301
