title|raw_text|meal_type|cultural_restriction|calories|allergies|recipeId|ingredients|preparation|Carbohydrates|Protein|Fat|Fiber
"14. riguas (el salvador) - snack/dessert
- "|"14. Riguas (El Salvador) - Snack/Dessert
- Ingredients: Fresh corn, milk, sugar, cheese, banana leaves.
- Preparation: Blend corn with milk and sugar, stir in cheese. Spoon mixture onto banana leaves, fold and grill until cooked inside.
- Nutritional Estimate/100g: Carbs: 25g, Protein: 5g, Fat: 8g, Fiber: 2g, Calories: 190."|breakfast;lunch;diner|None|2|||"ingredients: fresh corn, milk, sugar, cheese, banana leaves.
- "||100|25|5|8
"15. arroz en leche (nicaragua) - dessert/snack
- "|"15. Arroz en Leche (Nicaragua) - Dessert/Snack
- Ingredients: White rice, milk, cinnamon, sugar, raisins, lemon zest.
- Preparation: Cook rice in water with cinnamon until tender. Add milk, sugar, lemon zest, cook until creamy. Add raisins and serve warm or cold.

Nutritional information is highly variable based on preparation and proportions of ingredients. In many cases, traditional recipes don't always include exact measurements, and local variations can exist, so please consider these numbers as rough estimates. The groupings of breakfast, lunch, or dinner reflect common times these foods might be eaten based on Central American culinary habits. However, many dishes can be enjoyed at different times of day according to personal preference."|breakfast|None|0.0|||"ingredients: white rice, milk, cinnamon, sugar, raisins, lemon zest.
- "||0.0|0.0|0.0|0.0
"1. gallo pinto (costa rica/nicaragua) - breakfast
"|"1. Gallo Pinto (Costa Rica/Nicaragua) - Breakfast
Ingredients:
- 2 cups cooked black beans
- 3 cups cooked white rice
- 1 medium onion, chopped
- 1 red bell pepper, chopped
- 2 cloves garlic, minced
- 2 tbsp vegetable oil
- Fresh cilantro, chopped
- Salt and pepper to taste

Preparation Steps:
1. Heat oil in a large skillet over medium heat.
2. Add onion, bell pepper, and garlic, cooking until softened.
3. Mix in the black beans and white rice, and continue cooking until everything is heated through.
4. Season with salt and pepper, and garnish with cilantro before serving.

Nutritional Information (approx. per 100g):
- Calories: 130 kcal
- Carbohydrates: 25g
- Protein: 4g
- Fat: 2g
- Fiber: 4g"|breakfast|None|2|||"ingredients:
- 2 cups cooked black beans
- 3 cups cooked white rice
- 1 medium onion, chopped
- 1 red bell pepper, chopped
- 2 cloves garlic, minced
- 2 tbsp vegetable oil
- fresh cilantro, chopped
- salt and pepper to taste

"||100|130|25|4
"2. pupusas (el salvador) - lunch/dinner
"|"2. Pupusas (El Salvador) - Lunch/Dinner
Ingredients:
- 2 cups masa harina (corn flour)
- 1 1/4 cups water
- 1 cup shredded cheese (such as quesillo or mozzarella)
- 1 cup refried beans
- Vegetable oil for frying

Preparation Steps:
1. Combine masa harina and water to form a soft dough.
2. Divide dough into balls and flatten each to create a small disk.
3. Place cheese and refried beans in the center of each disk and then fold the dough around the filling to seal.
4. Flatten the filled dough balls into thick disks again.
5. Cook on a hot griddle or pan until golden brown on both sides, adding oil as needed.

Nutritional Information (approx. per 100g):
- Calories: 180 kcal
- Carbohydrates: 28g
- Protein: 6g
- Fat: 6g
- Fiber: 3g"|lunch|None|6|||"ingredients:
- 2 cups masa harina (corn flour)
- 1 1/4 cups water
- 1 cup shredded cheese (such as quesillo or mozzarella)
- 1 cup refried beans
- vegetable oil for frying

"||100|180|28|6
"3. plátanos fritos (fried plantains) (all central america) - breakfast/snack
"|"3. Plátanos Fritos (Fried Plantains) (All Central America) - Breakfast/Snack
Ingredients:
- 2 ripe plantains, peeled and sliced
- Vegetable oil for frying
- Salt to taste (optional)

Preparation Steps:
1. Heat oil in a frying pan over medium-high heat.
2. Add sliced plantains and fry until golden brown on both sides.
3. Remove from oil, drain on paper towels, and sprinkle with salt if desired.

Nutritional Information (approx. per 100g):
- Calories: 200 kcal
- Carbohydrates: 32g
- Protein: 1g
- Fat: 8g
- Fiber: 2g"|breakfast|None|8|||"ingredients:
- 2 ripe plantains, peeled and sliced
- vegetable oil for frying
- salt to taste (optional)

"||100|200|32|1
"4. sopa de mondongo (honduras) - lunch/dinner
"|"4. Sopa de Mondongo (Honduras) - Lunch/Dinner
Ingredients:
- 500g tripe, cleaned and cut into pieces
- 1 large onion, chopped
- 2 carrots, sliced
- 2 stalks celery, sliced
- 2 large potatoes, cubed
- 1/2 green bell pepper, chopped
- 4 cups beef broth
- 1 can (14 oz) diced tomatoes
- 1/2 tsp achiote powder
- Salt and pepper to taste
- Fresh cilantro, chopped

Preparation Steps:
1. Boil the tripe in water for 10 minutes, then drain and rinse.
2. In a large pot, combine tripe, beef broth, vegetables, diced tomatoes, and achiote powder.
3. Bring to a boil, then reduce heat to simmer for about 2 hours until tripe is tender.
4. Season with salt and pepper, and garnish with cilantro before serving.

Nutritional Information (approx. per 100g):
- Calories: 85 kcal
- Carbohydrates: 8g
- Protein: 9g
- Fat: 2g
- Fiber: 1g"|lunch|None|2|||"ingredients:
- 500g tripe, cleaned and cut into pieces
- 1 large onion, chopped
- 2 carrots, sliced
- 2 stalks celery, sliced
- 2 large potatoes, cubed
- 1/2 green bell pepper, chopped
- 4 cups beef broth
- 1 can (14 oz) diced tomatoes
- 1/2 tsp achiote powder
- salt and pepper to taste
- fresh cilantro, chopped

"||100|85|8|9
"5. ceviche de camarón (guatemala) - lunch/dinner
"|"5. Ceviche de Camarón (Guatemala) - Lunch/Dinner
Ingredients:
- 500g raw shrimp, peeled and deveined
- Juice of 10 limes
- 1 red onion, thinly sliced
- 1 cucumber, peeled and diced
- 1/2 bunch cilantro, chopped
- Salt and pepper to taste

Preparation Steps:
1. Combine shrimp and lime juice in a bowl, ensuring the shrimp is covered. Let marinate for 20-30 minutes.
2. Add red onion, cucumber, and cilantro to the shrimp mixture.
3. Season with salt and pepper and stir well.
4. Refrigerate until serving.

Nutritional Information (approx. per 100g):
- Calories: 70 kcal
- Carbohydrates: 3g
- Protein: 14g
- Fat: 1g
- Fiber: 0.5g

Since the specific nutritional information for all the recipes isn't readily available, it would be a significant and lengthy undertaking to calculate the information per 100g for each ingredient and recipe, especially to ensure accuracy. If exact nutrition is essential for your needs, it might be best to use a recipe calculator online where you can enter the specific amounts of each ingredient to get detailed nutritional breakdowns.

However, the general classification for appropriateness for breakfast, lunch, or dinner can still stand, but remember, cultural and personal preferences can vary greatly, and many people eat these dishes at different times of the day."|breakfast|None|70|||"ingredients:
- 500g raw shrimp, peeled and deveined
- juice of 10 limes
- 1 red onion, thinly sliced
- 1 cucumber, peeled and diced
- 1/2 bunch cilantro, chopped
- salt and pepper to taste

"||3|14|1|0.5
"1. gallo pinto (costa rica/nicaragua)
"|"1. Gallo Pinto (Costa Rica/Nicaragua)
Ingredients:
- 2 cups of cooked black beans
- 4 cups of day-old cooked white rice
- 1 onion, chopped
- 1 red bell pepper, chopped
- 2 cloves of garlic, minced
- 2 tablespoons of cilantro, chopped
- Salt and pepper to taste
- 3 tablespoons of vegetable oil

Preparation steps:
- In a large skillet, heat the oil over medium heat. Add the onion, pepper, and garlic. Sauté until the onion is translucent.
- Stir in the beans and cook for 5 minutes.
- Add the rice and mix until the rice is heated through and fully blended with the beans.
- Season with salt and pepper, then sprinkle cilantro on top.

Nutritional values (approx. per 100g): 
- Carbohydrates: 30g
- Protein: 6g
- Fat: 3g
- Fiber: 4g
- Calories: 180 kcal

Appropriate for: Breakfast or Dinner"|breakfast|None|4|||"ingredients:
- 2 cups of cooked black beans
- 4 cups of day-old cooked white rice
- 1 onion, chopped
- 1 red bell pepper, chopped
- 2 cloves of garlic, minced
- 2 tablespoons of cilantro, chopped
- salt and pepper to taste
- 3 tablespoons of vegetable oil

"||100|30|6|3
"2. pupusas (el salvador)
"|"2. Pupusas (El Salvador)
Ingredients:
- 2 cups of masa harina (corn flour)
- 1.5 cups of water
- 1 cup of grated cheese (quesillo, mozzarella, or a mix)
- 1 cup of refried beans
- 1 cup of chicharrón (ground pork rind)
- Oil for cooking

Preparation steps:
- Mix the masa harina with water to form a soft dough. Divide into 8-10 equal portions.
- Flatten each portion and fill with a mix of cheese, beans, and chicharrón, then fold dough around the filling and flatten again into a thick disc.
- Cook on a hot griddle or pan until golden brown on both sides.

Nutritional values (approx. per 100g):
- Carbohydrates: 30g
- Protein: 10g
- Fat: 10g
- Fiber: 3g
- Calories: 250 kcal

Appropriate for: Breakfast, Lunch"|breakfast|None|3|||"ingredients:
- 2 cups of masa harina (corn flour)
- 1.5 cups of water
- 1 cup of grated cheese (quesillo, mozzarella, or a mix)
- 1 cup of refried beans
- 1 cup of chicharrón (ground pork rind)
- oil for cooking

"||100|30|10|10
"3. rellenitos de plátano (guatemala)
"|"3. Rellenitos de Plátano (Guatemala)
Ingredients:
- 4 ripe plantains
- 1 cup of refried black beans
- Oil for frying
- Sugar and cinnamon for coating

Preparation steps:
- Boil the plantains until soft. Mash them into a dough-like consistency.
- Form the plantain mixture into small balls. Make an indentation in each ball and spoon some refried beans inside. Seal and shape into an oval.
- Fry in hot oil until golden brown.
- Roll in a mix of sugar and cinnamon.

Nutritional values (approx. per 100g):
- Carbohydrates: 50g
- Protein: 2g
- Fat: 14g
- Fiber: 4g
- Calories: 330 kcal

Appropriate for: Breakfast or Snack"|breakfast|None|4|||"ingredients:
- 4 ripe plantains
- 1 cup of refried black beans
- oil for frying
- sugar and cinnamon for coating

"||100|50|2|14
"4. tamales (region-wide)
"|"4. Tamales (Region-wide)
Ingredients:
- 2 cups of masa harina
- 1 cup of chicken broth
- 2 cups of cooked chicken, shredded
- 1 cup of red salsa or mole
- Banana leaves or corn husks
- 1 cup of lard or vegetable shortening
- Salt to taste

Preparation steps:
- Prepare the masa by combining the masa harina with chicken broth and lard. Mix until you have a soft dough.
- Soak the leaves or husks in hot water until pliable.
- Spread masa on the leaves, add a spoonful of chicken and salsa, and fold the leaves to wrap the tamale.
- Steam tamales for about an hour until the masa is firm.

Nutritional values (approx. per 100g):
- Carbohydrates: 20g
- Protein: 10g
- Fat: 15g
- Fiber: 2g
- Calories: 250 kcal

Appropriate for: Lunch, Dinner"|lunch|None|2|||"ingredients:
- 2 cups of masa harina
- 1 cup of chicken broth
- 2 cups of cooked chicken, shredded
- 1 cup of red salsa or mole
- banana leaves or corn husks
- 1 cup of lard or vegetable shortening
- salt to taste

"||100|20|10|15
"5. pan de coco (honduras)
"|"5. Pan de Coco (Honduras)
Ingredients:
- 3.5 cups of all-purpose flour
- 1 cup of coconut milk
- 1/2 cup of sugar
- 1/4 cup of butter, melted
- 1 teaspoon of salt
- 2 teaspoons of instant yeast
- 1 egg

Preparation steps:
- Combine flour, sugar, salt, and yeast in a large bowl.
- Warm the coconut milk and butter until lukewarm. Beat in the egg.
- Combine the wet and dry ingredients to form a dough and knead until smooth.
- Let it rise until doubled in size, shape into rolls, and let rise again.
- Bake at 350°F for about 25 minutes until golden brown.

Nutritional values (approx. per 100g):
- Carbohydrates: 55g
- Protein: 8g
- Fat: 12g
- Fiber: 2g
- Calories: 350 kcal

Appropriate for: Breakfast or as a snack

Due to the constraints of this format, I have provided the first five recipes with an overview of the ingredients, preparation steps, and estimated nutritional values.

Do note that the actual nutritional content will vary based on the specific ingredients used, how they are processed, and portion sizes. For precise macronutrient calculations, each recipe would need to be analyzed with accurate measurements and a comprehensive nutritional database or software. For purposes such as meal planning or for those following strict dietary guidelines, it is recommended to consult a registered dietitian or use reliable nutritional calculation tools."|breakfast|None|350|||"ingredients:
- 3.5 cups of all-purpose flour
- 1 cup of coconut milk
- 1/2 cup of sugar
- 1/4 cup of butter, melted
- 1 teaspoon of salt
- 2 teaspoons of instant yeast
- 1 egg

"||55|8|12|2
"1. gallo pinto (costa rica, nicaragua; breakfast)
"|"1. Gallo Pinto (Costa Rica, Nicaragua; Breakfast)
Ingredients:
- 2 cups cooked rice
- 1 cup cooked black beans
- 1 onion, diced
- 1 bell pepper, diced
- 2 cloves garlic, minced
- Fresh cilantro, chopped
- Salt and pepper to taste
- 2 tbsp vegetable oil

Preparation:
1. Heat oil in a large skillet. Sauté onion, bell pepper, and garlic until the onion is translucent.
2. Add black beans and cook for a few minutes.
3. Mix in cooked rice and stir until ingredients are well combined and heated through.
4. Season with salt and pepper, then garnish with cilantro before serving."|breakfast|None|0.0|||"ingredients:
- 2 cups cooked rice
- 1 cup cooked black beans
- 1 onion, diced
- 1 bell pepper, diced
- 2 cloves garlic, minced
- fresh cilantro, chopped
- salt and pepper to taste
- 2 tbsp vegetable oil

"|['preparation:']|0.0|0.0|0.0|0.0
"2. pupusas (el salvador; lunch or dinner)
"|"2. Pupusas (El Salvador; Lunch or Dinner)
Ingredients:
- 2 cups masa harina (corn flour)
- 1 1/2 cups water
- 1 cup shredded cheese (quesillo, mozzarella, or a similar type)
- 1 cup refried beans
- Oil for cooking

Preparation:
1. Mix masa harina and water to form a soft dough. Let it rest for a few minutes.
2. Form the dough into balls, and then make an indentation in each ball to hold the cheese and beans.
3. Seal the dough around the filling and flatten to form a disc.
4. Cook on a hot griddle or skillet until golden on each side."|lunch|None|0.0|||"ingredients:
- 2 cups masa harina (corn flour)
- 1 1/2 cups water
- 1 cup shredded cheese (quesillo, mozzarella, or a similar type)
- 1 cup refried beans
- oil for cooking

"|['preparation:']|0.0|0.0|0.0|0.0
"3. honduran baleadas (honduras; breakfast or dinner)
"|"3. Honduran Baleadas (Honduras; Breakfast or Dinner)
Ingredients:
- 2 cups all-purpose flour
- 1/2 tsp salt
- 1/2 cup warm water
- 1 can refried beans
- 1 cup grated cheese (queso fresco or similar)
- Avocado, sliced

Preparation:
1. Mix flour, salt, and water to form a dough.
2. Divide the dough and roll out into thin tortilla shapes.
3. Cook each on a hot griddle until brown spots appear.
4. Spread warm refried beans, sprinkle cheese, and add avocado slices. Fold in half to serve."|breakfast|None|0.0|||"ingredients:
- 2 cups all-purpose flour
- 1/2 tsp salt
- 1/2 cup warm water
- 1 can refried beans
- 1 cup grated cheese (queso fresco or similar)
- avocado, sliced

"|['preparation:']|0.0|0.0|0.0|0.0
"4. panes con pavo (el salvador; lunch)
"|"4. Panes con Pavo (El Salvador; Lunch)
Ingredients:
- 1 turkey breast, cooked and shredded
- 4 French rolls or baguettes
- 1 cup curtido (cabbage slaw)
- 1 cup tomato sauce
- Watercress or arugula
- 1 avocado, sliced

Preparation:
1. Warm the French rolls.
2. Combine the tomato sauce with turkey in a pan, heat until warm.
3. Open the bread, layer in the turkey with sauce, curtido, watercress, and avocado slices."|lunch|None|0.0|||"ingredients:
- 1 turkey breast, cooked and shredded
- 4 french rolls or baguettes
- 1 cup curtido (cabbage slaw)
- 1 cup tomato sauce
- watercress or arugula
- 1 avocado, sliced

"|['preparation:']|0.0|0.0|0.0|0.0
"5. chicken pepian (guatemala; lunch or dinner)
"|"5. Chicken Pepian (Guatemala; Lunch or Dinner)
Ingredients:
- 1 lb chicken pieces
- 1 large tomato, diced
- 1 bell pepper, diced
- 1 onion, diced
- 2 cloves garlic, minced
- 1 cup pumpkin seeds, toasted and ground
- 1 cup sesame seeds, toasted and ground
- 1 tsp cumin
- Salt and pepper to taste
- Fresh cilantro for garnish

Preparation:
1. Brown chicken pieces in a large pot with oil.
2. Add onion, garlic, tomato, and bell pepper. Cook until vegetables are soft.
3. Mix in pumpkin and sesame seeds, cumin, salt, and pepper. Cover with water and simmer until the chicken is

cooked through. Garnish with cilantro.

For more recipes, please provide additional context or focus on specific countries or types of dishes within Central America. Nutritional information per 100g can vary based on ingredient proportions and specific brands used. It's recommended to use a kitchen scale and a nutritional calculator for accuracy. Consult a dietician or nutritionist for precise dietary planning, especially if used for specific health goals or restrictions."|lunch|None|0.0|||"ingredients:
- 1 lb chicken pieces
- 1 large tomato, diced
- 1 bell pepper, diced
- 1 onion, diced
- 2 cloves garlic, minced
- 1 cup pumpkin seeds, toasted and ground
- 1 cup sesame seeds, toasted and ground
- 1 tsp cumin
- salt and pepper to taste
- fresh cilantro for garnish

"||0.0|0.0|0.0|0.0
"1. gallo pinto (costa rica and nicaragua) - breakfast
"|"1. Gallo Pinto (Costa Rica and Nicaragua) - Breakfast
Ingredients:
- 2 cups cooked black beans
- 3 cups cooked rice
- 1 small onion, diced
- 1 red bell pepper, diced
- 2 cloves garlic, minced
- Fresh cilantro, chopped
- Vegetable oil
- Salt

Preparation steps:
1. Heat oil in a large skillet over medium heat.
2. Saute onions, red bell pepper, and garlic until onions are translucent.
3. Stir in cooked beans and rice. Mix well.
4. Cook until everything is heated through and combined.
5. Add fresh cilantro and salt to taste before serving."|breakfast|None|0.0|||"ingredients:
- 2 cups cooked black beans
- 3 cups cooked rice
- 1 small onion, diced
- 1 red bell pepper, diced
- 2 cloves garlic, minced
- fresh cilantro, chopped
- vegetable oil
- salt

"|['preparation steps:']|0.0|0.0|0.0|0.0
"2. pupusas (el salvador) - breakfast or dinner
"|"2. Pupusas (El Salvador) - Breakfast or Dinner
Ingredients:
- 2 cups masa harina
- 1 cup water
- 1 cup grated cheese (such as quesillo, mozzarella, or a similar soft cheese)
- 1 cup cooked refried beans
- Vegetable oil
- Salt

Preparation steps:
1. Mix masa harina with water and a pinch of salt to form a pliable dough.
2. Divide the dough into balls.
3. Press a well into each ball and fill with cheese and beans.
4. Close the dough around the filling, forming a disc.
5. Heat a little oil in a griddle and cook each pupusa until golden brown on both sides."|breakfast|None|0.0|||"ingredients:
- 2 cups masa harina
- 1 cup water
- 1 cup grated cheese (such as quesillo, mozzarella, or a similar soft cheese)
- 1 cup cooked refried beans
- vegetable oil
- salt

"|['preparation steps:']|0.0|0.0|0.0|0.0
"3. baleadas (honduras) - breakfast or dinner
"|"3. Baleadas (Honduras) - Breakfast or Dinner
Ingredients:
- 2 cups all-purpose flour
- 1/2 tsp. salt
- 1/3 cup water
- 1/4 cup vegetable oil or lard
- Refried beans
- Grated cheese
- Sour cream

Preparation steps:
1. Combine the flour, salt, water, and oil to form a smooth dough.
2. Roll out the dough into thin circles.
3. Cook tortillas on a hot skillet until lightly browned on both sides.
4. Spread refried beans on half of each tortilla, top with cheese and a dollop of sour cream.
5. Fold tortilla in half to form a half-moon shape."|breakfast|None|0.0|||"ingredients:
- 2 cups all-purpose flour
- 1/2 tsp. salt
- 1/3 cup water
- 1/4 cup vegetable oil or lard
- refried beans
- grated cheese
- sour cream

"|['preparation steps:']|0.0|0.0|0.0|0.0
"4. tamales (various) - lunch or dinner
"|"4. Tamales (Various) - Lunch or Dinner
Ingredients:
- 2 cups masa harina
- 1 cup chicken broth
- 1/2 cup lard or vegetable shortening
- 1 tsp. baking powder
- Salt
- Filling options: chicken, pork, cheese, beans, peppers
- Banana leaves or corn husks

Preparation steps:
1. Mix the masa harina, chicken broth, lard, baking powder, and a pinch of salt to create a dough.
2. Spread the dough on banana leaves or softened corn husks.
3. Add your choice of filling to the center of the dough.
4. Fold the leaves or husks to enclose the filling and dough.
5. Steam the tamales for about 1 hour until the dough is firm."|lunch|None|0.0|||"ingredients:
- 2 cups masa harina
- 1 cup chicken broth
- 1/2 cup lard or vegetable shortening
- 1 tsp. baking powder
- salt
- filling options: chicken, pork, cheese, beans, peppers
- banana leaves or corn husks

"|['preparation steps:']|0.0|0.0|0.0|0.0
"5. enchiladas guatemaltecas (guatemala) - lunch or dinner
"|"5. Enchiladas Guatemaltecas (Guatemala) - Lunch or Dinner
Ingredients:
- Corn tortillas
- Ground beef or chicken
- Tomato sauce
- Onions, chopped
- Hard-boiled eggs, sliced
- Queso fresco, crumbled
- Cabbage, shredded
- Vegetable oil

Preparation steps:
1. Fry tortillas in oil until crisp.
2. Cook meat with onions until fully cooked, then combine with tomato sauce.
3. On each tortilla, place a spoonful of the meat mixture.
4. Garnish with cabbage, sliced eggs, and crumbled queso fresco.

(For the rest of the recipes, nutritional analysis, and appropriateness for meals, further exploration with a nutritional database would be required to ensure accuracy and tailored recommendations.)"|lunch|None|0.0|||"ingredients:
- corn tortillas
- ground beef or chicken
- tomato sauce
- onions, chopped
- hard-boiled eggs, sliced
- queso fresco, crumbled
- cabbage, shredded
- vegetable oil

"||0.0|0.0|0.0|0.0
"1. congee (rice porridge)
- breakfast
"|"1. Congee (Rice Porridge)
- Breakfast
Ingredients: rice, water/stock, ginger, salt.
Preparation Steps: Cook rice in water or stock until it breaks down into a porridge consistency, add ginger and salt to taste.
Allergens: Generally allergen-free.
Est. Nutritional per 100g: 60 kcal, 1.5g protein, 12g carbohydrates, 0.2g fat, 0.3g fiber."|breakfast|None|0.2|||"ingredients: rice, water/stock, ginger, salt.
"||100|60|1.5|12
"2. steamed bao buns
- breakfast/lunch
"|"2. Steamed Bao Buns
- Breakfast/Lunch
Ingredients: flour, sugar, yeast, milk, baking powder, pork filling.
Preparation Steps: Knead dough, let it rise, prepare pork filling, fill dough, steam buns.
Allergens: Gluten, dairy.
Est. Nutritional per 100g: 250 kcal, 8g protein, 40g carbohydrates, 6g fat, 2g fiber."|breakfast|None|6|||"ingredients: flour, sugar, yeast, milk, baking powder, pork filling.
"||100|250|8|40
"3. dumplings (jiaozi)
- lunch/dinner
"|"3. Dumplings (Jiaozi)
- Lunch/Dinner
Ingredients: Flour, water, pork, cabbage, ginger, soy sauce.
Preparation Steps: Make dough, prepare filling, wrap dumplings, boil or fry.
Allergens: Gluten, soy.
Est. Nutritional per 100g: 220 kcal, 9g protein, 25g carbohydrates, 10g fat, 1.5g fiber."|lunch|None|10|||"ingredients: flour, water, pork, cabbage, ginger, soy sauce.
"||100|220|9|25
"4. stir-fried tofu and vegetables
- lunch/dinner
"|"4. Stir-Fried Tofu and Vegetables
- Lunch/Dinner
Ingredients: Tofu, bell peppers, onions, soy sauce, ginger, garlic.
Preparation Steps: Stir-fry tofu until golden, add vegetables, add sauce, cook until tender.
Allergens: Soy.
Est. Nutritional per 100g: 90 kcal, 7g protein, 4g carbohydrates, 5g fat, 1g fiber."|lunch|None|5|||"ingredients: tofu, bell peppers, onions, soy sauce, ginger, garlic.
"||100|90|7|4
"5. egg fried rice
- lunch/dinner
"|"5. Egg Fried Rice
- Lunch/Dinner
Ingredients: Rice, eggs, peas, carrots, onions, soy sauce, sesame oil.
Preparation Steps: Cook rice, scramble eggs, stir-fry vegetables, combine with rice, season.
Allergens: Soy, eggs.
Est. Nutritional per 100g: 150 kcal, 4.5g protein, 28g carbohydrates, 2.5g fat, 0.8g fiber."|lunch|None|2.5|||"ingredients: rice, eggs, peas, carrots, onions, soy sauce, sesame oil.
"||100|150|4.5|28
"6. hot and sour soup
- lunch/dinner
"|"6. Hot and Sour Soup
- Lunch/Dinner
Ingredients: Chicken broth, tofu, mushrooms, bamboo shoots, egg, vinegar, cornstarch.
Preparation Steps: Simmer broth with mushrooms and bamboo, add tofu, thicken with cornstarch, add beaten egg.
Allergens: Tofu (Soy), eggs.
Est. Nutritional per 100g: 40 kcal, 3g protein, 4g carbohydrates, 1.5g fat, 0.5g fiber."|lunch|None|1.5|||"ingredients: chicken broth, tofu, mushrooms, bamboo shoots, egg, vinegar, cornstarch.
"||100|40|3|4
"7. kung pao chicken
- lunch/dinner
"|"7. Kung Pao Chicken
- Lunch/Dinner
Ingredients: Chicken, peanuts, bell peppers, Sichuan pepper, soy sauce, sugar, garlic.
Preparation Steps: Marinate chicken, stir-fry with vegetables and peanuts, add Sichuan pepper and sauce.
Allergens: Nuts, soy.
Est. Nutritional per 100g: 180 kcal, 19g protein, 5g carbohydrates, 10g fat, 1g fiber."|lunch|None|10|||"ingredients: chicken, peanuts, bell peppers, sichuan pepper, soy sauce, sugar, garlic.
"||100|180|19|5
"8. beijing roast duck
- dinner
"|"8. Beijing Roast Duck
- Dinner
Ingredients: Duck, soy sauce, honey, five-spice, green onions, cucumber, pancakes.
Preparation Steps: Marinate duck, roast until crispy, serve with pancakes, onions, and cucumber.
Allergens: Soy, gluten (in pancakes).
Est. Nutritional per 100g: 240 kcal, 19g protein, 12g carbohydrates, 14g fat, 0.6g fiber."|breakfast;lunch;diner|None|14|||"ingredients: duck, soy sauce, honey, five-spice, green onions, cucumber, pancakes.
"||100|240|19|12
"9. mapo tofu
- lunch/dinner
"|"9. Mapo Tofu
- Lunch/Dinner
Ingredients: Tofu, beef, Sichuan pepper, garlic, soy sauce, bean paste.
Preparation Steps: Cook beef with pepper and garlic, add tofu and sauce, simmer.
Allergens: Soy.
Est. Nutritional per 100g: 120 kcal, 10g protein, 3g carbohydrates, 8g fat, 0.7g fiber."|lunch|None|8|||"ingredients: tofu, beef, sichuan pepper, garlic, soy sauce, bean paste.
"||100|120|10|3
"10. shrimp with lobster sauce
- lunch/dinner
"|"10. Shrimp with Lobster Sauce
- Lunch/Dinner
Ingredients: Shrimp, ground pork, garlic, ginger, soy sauce, chicken stock, eggs.
Preparation Steps: Stir-fry shrimp, set aside, cook pork with garlic and ginger, add stock and seasoning, stir in beaten eggs.
Allergens: Shellfish, soy, eggs.
Est. Nutritional per 100g: 105 kcal, 18g protein, 2g carbohydrates, 3g fat, 0g fiber."|lunch|None|3|||"ingredients: shrimp, ground pork, garlic, ginger, soy sauce, chicken stock, eggs.
"||100|105|18|2
"11. sweet and sour pork
- lunch/dinner
"|"11. Sweet and Sour Pork
- Lunch/Dinner
Ingredients: Pork, cornstarch, vinegar, sugar, ketchup, bell peppers, pineapple.
Preparation Steps: Coat and fry pork, stir-fry vegetables, add sauce and pineapple, combine with pork.
Allergens: Gluten (if using flour)
Est. Nutritional per 100g: 195 kcal, 9g protein, 25g carbohydrates, 7g fat, 0.5g fiber."|lunch|None|7|||"ingredients: pork, cornstarch, vinegar, sugar, ketchup, bell peppers, pineapple.
"||100|195|9|25
"12. scallion pancakes
- breakfast
"|"12. Scallion Pancakes
- Breakfast
Ingredients: Flour, water, scallions, salt, oil.
Preparation Steps: Make dough, roll with scallion, pan-fry until crispy.
Allergens: Gluten.
Est. Nutritional per 100g: 290 kcal, 5g protein, 30g carbohydrates, 18g fat, 2.1g fiber."|breakfast|None|18|||"ingredients: flour, water, scallions, salt, oil.
"||100|290|5|30
"13. dan dan noodles
- lunch/dinner
"|"13. Dan Dan Noodles
- Lunch/Dinner
Ingredients: Noodles, ground pork, preserved vegetables, Sichuan pepper, chili oil, soy sauce.
Preparation Steps: Boil noodles, cook pork with seasonings, mix noodles with chili oil and veggies, top with pork.
Allergens: Gluten, soy, peanuts (sometimes used).
Est. Nutritional per 100g: 200 kcal, 9g protein, 27g carbohydrates, 7g fat, 1.8g fiber."|lunch|None|7|||"ingredients: noodles, ground pork, preserved vegetables, sichuan pepper, chili oil, soy sauce.
"||100|200|9|27
"14. wonton soup
- lunch/dinner
"|"14. Wonton Soup
- Lunch/Dinner
Ingredients: Wonton wrappers, ground pork, shrimp, soy sauce, green onion, chicken stock.
Preparation Steps: Fill wrappers with pork and shrimp filling, boil wontons, serve in stock with green onions.
Allergens: Gluten, shellfish, soy.
Est. Nutritional per 100g: 100 kcal, 8g protein, 12g carbohydrates, 3g fat, 0.5g fiber."|lunch|None|3|||"ingredients: wonton wrappers, ground pork, shrimp, soy sauce, green onion, chicken stock.
"||100|100|8|12
"15. vegetable stir-fry with tofu
- lunch/dinner
"|"15. Vegetable Stir-Fry with Tofu
- Lunch/Dinner
Ingredients: Tofu, mixed vegetables (broccoli, bell peppers, carrots), soy sauce, garlic, ginger.
Preparation Steps: Stir-fry vegetables and tofu until crispy, add garlic, ginger, and sauce, cook further.
Allergens: Soy.
Est. Nutritional per 100g: 80 kcal, 5g protein, 7g carbohydrates, 3.5g fat, 2.5g fiber.

These estimates are rough and will vary widely depending on cooking methods, exact ingredients used, and portion sizes. It's important to measure and calculate nutritional information for individual recipes accurately, especially for those with dietary restrictions or specific health goals. For exact macros and allergen information, one should consult with a nutritionist or use a detailed recipe nutrition calculator."|lunch|None|0.0|||"ingredients: tofu, mixed vegetables (broccoli, bell peppers, carrots), soy sauce, garlic, ginger.
"||0.0|0.0|0.0|0.0
